ticket_id,category,ticket_text,sentiment_score,sentiment_label,escalated,resolution_hours
TICKET00285,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,1.4
TICKET00286,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,6.5
TICKET00287,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,1,19.3
TICKET00288,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,7.8
TICKET00289,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,5.1
TICKET00290,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,1,12.5
TICKET00291,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,1.5
TICKET00292,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,0.7
TICKET00293,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,11.9
TICKET00294,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,2.2
TICKET00295,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,6.4
TICKET00296,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,7.5
TICKET00297,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,6.9
TICKET00298,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,2.5
TICKET00299,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,2.0
TICKET00300,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,2.9
TICKET00301,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,8.7
TICKET00302,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,7.6
TICKET00303,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,9.1
TICKET00304,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,13.6
TICKET00305,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,6.6
TICKET00306,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,0,5.8
TICKET00307,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,0.2
TICKET00308,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,3.8
TICKET00309,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,7.2
TICKET00310,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,1,4.1
TICKET00311,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,1,2.2
TICKET00312,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,7.1
TICKET00313,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,4.2
TICKET00314,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,6.9
TICKET00315,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,1.9
TICKET00316,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,1,14.0
TICKET00317,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,4.6
TICKET00318,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,0.8
TICKET00319,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,3.0
TICKET00320,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,8.8
TICKET00321,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,9.0
TICKET00322,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,4.3
TICKET00323,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,1,15.7
TICKET00324,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,1,2.3
TICKET00325,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,12.4
TICKET00326,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,12.7
TICKET00327,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,9.8
TICKET00328,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,0.4
TICKET00329,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,7.4
TICKET00330,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,4.0
TICKET00331,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,1,52.7
TICKET00332,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,3.5
TICKET00333,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,6.7
TICKET00334,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,0.6
TICKET00335,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,2.6
TICKET00336,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,0,9.7
TICKET00337,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,1.5
TICKET00338,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,1,28.3
TICKET00339,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,2.2
TICKET00340,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,1,6.2
TICKET00341,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,6.0
TICKET00342,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,1.3
TICKET00343,Account Access,I can't access my account from my new phone.,0.0,Neutral,1,14.5
TICKET00344,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,1,28.4
TICKET00345,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,9.0
TICKET00346,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,9.1
TICKET00347,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,2.3
TICKET00348,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,11.6
TICKET00349,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,4.7
TICKET00350,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,27.8
TICKET00351,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,1.8
TICKET00352,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,3.5
TICKET00353,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,4.1
TICKET00354,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,2.7
TICKET00355,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,1,28.7
TICKET00356,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,2.1
TICKET00357,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,1,5.2
TICKET00358,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,5.8
TICKET00359,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,6.7
TICKET00360,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,1,6.3
TICKET00361,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,1,18.3
TICKET00362,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,11.1
TICKET00363,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,1,18.2
TICKET00364,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,5.0
TICKET00365,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,1,19.5
TICKET00366,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,10.9
TICKET00367,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,2.0
TICKET00368,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,6.9
TICKET00369,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,9.4
TICKET00370,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,1,6.6
TICKET00371,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,6.6
TICKET00372,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,2.9
TICKET00373,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,6.8
TICKET00374,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,7.5
TICKET00375,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,22.0
TICKET00376,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,1.8
TICKET00377,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,1.2
TICKET00378,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,2.9
TICKET00379,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,3.8
TICKET00380,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,3.1
TICKET00381,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,7.3
TICKET00382,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,5.5
TICKET00383,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,5.7
TICKET00384,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,3.1
TICKET00385,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,1,1.1
TICKET00386,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,3.5
TICKET00387,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,17.6
TICKET00388,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,1,15.2
TICKET00389,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,16.0
TICKET00390,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,5.6
TICKET00391,Account Access,I can't access my account from my new phone.,0.0,Neutral,1,9.6
TICKET00392,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,1,7.7
TICKET00393,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,8.5
TICKET00394,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,5.6
TICKET00395,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,1,15.7
TICKET00396,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,6.1
TICKET00397,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,1,21.1
TICKET00398,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,9.6
TICKET00399,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,5.4
TICKET00400,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,2.8
TICKET00401,Account Access,I can't access my account from my new phone.,0.0,Neutral,1,17.5
TICKET00402,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,2.3
TICKET00403,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,2.6
TICKET00404,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,6.2
TICKET00405,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,5.6
TICKET00406,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,4.1
TICKET00407,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,14.3
TICKET00408,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,1,3.7
TICKET00409,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,2.4
TICKET00410,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,1,12.7
TICKET00411,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,11.7
TICKET00412,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,13.9
TICKET00413,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,13.2
TICKET00414,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,1,14.7
TICKET00415,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,5.6
TICKET00416,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,22.9
TICKET00417,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,1,30.3
TICKET00418,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,1.1
TICKET00419,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,24.9
TICKET00420,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,2.4
TICKET00421,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,5.0
TICKET00422,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,13.6
TICKET00423,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,4.2
TICKET00424,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,0.4
TICKET00425,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,7.2
TICKET00426,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,12.6
TICKET00427,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,3.8
TICKET00428,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,3.9
TICKET00429,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,1,23.4
TICKET00430,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,5.4
TICKET00431,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,2.6
TICKET00432,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,2.9
TICKET00433,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,9.3
TICKET00434,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,26.7
TICKET00435,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,6.5
TICKET00436,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,9.2
TICKET00437,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,7.8
TICKET00438,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,8.2
TICKET00439,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,3.7
TICKET00440,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,2.8
TICKET00441,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,9.6
TICKET00442,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,1,17.8
TICKET00443,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,1,4.2
TICKET00444,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,6.6
TICKET00445,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,9.3
TICKET00446,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,7.4
TICKET00447,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,4.8
TICKET00448,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,6.5
TICKET00449,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,3.1
TICKET00450,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,6.1
TICKET00451,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,7.1
TICKET00452,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,8.6
TICKET00453,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,1,37.6
TICKET00454,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,6.4
TICKET00455,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,6.5
TICKET00456,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,4.7
TICKET00457,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,4.0
TICKET00458,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,1,32.5
TICKET00459,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,7.2
TICKET00460,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,4.4
TICKET00461,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,5.9
TICKET00462,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,1,27.5
TICKET00463,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,8.3
TICKET00464,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,3.1
TICKET00465,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,5.1
TICKET00466,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,1,1.2
TICKET00467,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,1,13.6
TICKET00468,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,6.9
TICKET00469,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,0,11.5
TICKET00470,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,4.9
TICKET00471,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,5.1
TICKET00472,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,3.8
TICKET00473,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,5.3
TICKET00474,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,1,7.2
TICKET00475,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,4.2
TICKET00476,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,10.8
TICKET00477,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,1.7
TICKET00478,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,6.7
TICKET00479,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,12.1
TICKET00480,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,16.1
TICKET00481,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,7.4
TICKET00482,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,1,9.4
TICKET00483,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,12.9
TICKET00484,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,1,20.2
TICKET00485,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,6.4
TICKET00486,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,6.5
TICKET00487,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,2.8
TICKET00488,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,1.7
TICKET00489,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,4.5
TICKET00490,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,12.2
TICKET00491,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,12.4
TICKET00492,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,2.8
TICKET00493,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,1,21.8
TICKET00494,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,2.6
TICKET00495,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,8.1
TICKET00496,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,5.4
TICKET00497,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,1,4.7
TICKET00498,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,4.8
TICKET00499,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,3.9
TICKET00500,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,12.8
TICKET00501,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,6.3
TICKET00502,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,9.6
TICKET00503,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,3.8
TICKET00504,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,8.4
TICKET00505,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,1,3.1
TICKET00506,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,7.4
TICKET00507,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,6.4
TICKET00508,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,3.8
TICKET00509,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,1,18.4
TICKET00510,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,18.1
TICKET00511,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,6.0
TICKET00512,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,6.9
TICKET00513,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,1,25.7
TICKET00514,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,3.4
TICKET00515,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,8.1
TICKET00516,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,8.4
TICKET00517,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,9.6
TICKET00518,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,8.8
TICKET00519,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,1,13.2
TICKET00520,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,16.7
TICKET00521,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,18.9
TICKET00522,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,7.8
TICKET00523,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,1,30.3
TICKET00524,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,1.6
TICKET00525,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,1,24.0
TICKET00526,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,14.3
TICKET00527,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,5.3
TICKET00528,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,1,46.9
TICKET00529,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,10.1
TICKET00530,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,5.6
TICKET00531,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,3.0
TICKET00532,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,5.8
TICKET00533,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,11.1
TICKET00534,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,0.7
TICKET00535,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,6.2
TICKET00536,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,5.1
TICKET00537,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,8.3
TICKET00538,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,5.6
TICKET00539,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,1,2.8
TICKET00540,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,10.9
TICKET00541,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,18.6
TICKET00542,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,2.9
TICKET00543,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,3.8
TICKET00544,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,1.7
TICKET00545,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,1,0.8
TICKET00546,Account Access,I can't access my account from my new phone.,0.0,Neutral,1,35.3
TICKET00547,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,14.2
TICKET00548,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,0.1
TICKET00549,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,1.6
TICKET00550,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,7.1
TICKET00551,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,4.0
TICKET00552,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,12.0
TICKET00553,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,1,11.7
TICKET00554,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,3.5
TICKET00555,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,12.7
TICKET00556,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,3.0
TICKET00557,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,4.3
TICKET00558,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,9.4
TICKET00559,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,7.7
TICKET00560,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,1,11.4
TICKET00561,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,5.4
TICKET00562,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,1,13.6
TICKET00563,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,8.3
TICKET00564,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,5.8
TICKET00565,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,1,27.2
TICKET00566,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,14.6
TICKET00567,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,5.5
TICKET00568,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,7.9
TICKET00569,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,2.1
